isoform	chrom	strand	length	exons	structural_category	associated_gene	associated_transcript	ref_length	ref_exons	diff_to_TSS	diff_to_TTS	subcategory	RTS_stage	all_canonical	min_sample_cov	min_cov	min_cov_pos	sd_cov	FL	n_indels	n_indels_junc	bite	iso_exp	gene_exp	ratio_exp	FSM_class	coding	ORF_length	CDS_length	CDS_start	CDS_end	perc_A_downstream_TTS
PB.3650.1	chr17	+	1758	11	full-splice_match	EIF4A1	ENST00000293831.12	1756	11	0	-2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	406	1221	17	1237	5.0
PB.5693.3	chr20	+	2407	12	full-splice_match	RAE1	ENST00000395841.6	2639	12	231	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	368	1107	190	1296	25.0
PB.8507.1	chr8	-	465	4	full-splice_match	COX6C	ENST00000520468.6	1098	4	355	278	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	6	NA	TRUE	NA	NA	NA	C	non_coding	NA	NA	NA	NA	25.0
PB.1748.2	chr11	-	2023	10	full-splice_match	CCDC82	ENST00000646818.1	2754	10	51	680	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	544	1635	199	1833	50.0
PB.1748.1	chr11	-	2726	10	full-splice_match	CCDC82	ENST00000646818.1	2754	10	30	-2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	544	1635	220	1854	30.0
PB.2375.1	chr13	+	4174	10	full-splice_match	TNFRSF19	ENST00000382263.3	4151	10	-24	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	417	1254	209	1462	25.0
PB.3590.1	chr17	+	4516	11	full-splice_match	PAFAH1B1	ENST00000397195.9	5497	11	-132	1113	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	410	1233	584	1816	25.0
PB.3590.2	chr17	+	3069	11	full-splice_match	PAFAH1B1	ENST00000397195.9	5497	11	-132	2560	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	410	1233	584	1816	25.0
PB.4166.1	chr12	-	253	2	incomplete-splice_match	RPL6	ENST00000424576.6	1074	7	3675	-10	5prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	2	1	TRUE	NA	NA	NA	C	non_coding	NA	NA	NA	NA	10.0
PB.3590.4	chr17	+	5612	11	full-splice_match	PAFAH1B1	ENST00000397195.9	5497	11	-114	-1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	410	1233	566	1798	10.0
PB.3590.5	chr17	+	2519	1	incomplete-splice_match	PAFAH1B1	ENST00000397195.9	5497	11	89344	7	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	35.0
PB.732.1	chr1	+	3035	18	full-splice_match	DDR2	ENST00000367921.7	3096	18	87	-26	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	855	2568	267	2834	80.0
PB.7709.1	chr6	+	3116	6	full-splice_match	NCOA7	ENST00000438495.6	3133	6	15	2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	A	coding	219	660	119	778	25.0
PB.8481.1	chr8	+	1910	8	novel_not_in_catalog	FAM92A1	novel	608	6	NA	NA	any annotated donor/acceptor	FALSE	non_canonical	NA	NA	NA	NA	NA	1	1	TRUE	NA	NA	NA	A	coding	144	435	91	525	20.0
PB.2595.1	chr14	-	2293	16	incomplete-splice_match	BAZ1A	ENST00000360310.5	6010	27	307	30461	3prime_fragment	TRUE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	677	2031	262	2292	70.0
PB.7676.2	chr6	+	2391	11	full-splice_match	CEP57L1	ENST00000517392.5	2771	11	355	25	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	460	1383	72	1454	30.0
PB.8304.1	chr8	-	2326	14	full-splice_match	ASAH1	ENST00000262097.11	2618	14	271	21	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	395	1188	42	1229	15.0
PB.432.1	chr1	+	5720	23	novel_not_in_catalog	PKN2	novel	2632	11	NA	NA	any annotated donor/acceptor	TRUE	canonical	NA	NA	NA	NA	NA	9	NA	TRUE	NA	NA	NA	C	coding	1011	3036	330	3365	25.0
PB.8196.2	chr7	+	2346	9	full-splice_match	EXOC4	ENST00000462055.5	2364	9	-11	29	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	474	1425	19	1443	95.0
PB.8196.1	chr7	+	4183	18	full-splice_match	EXOC4	ENST00000253861.4	4185	18	1	1	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	974	2925	29	2953	25.0
PB.6380.1	chr3	-	3964	14	full-splice_match	KPNA1	ENST00000344337.10	6830	14	-9	2875	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	538	1617	187	1803	0.0
PB.432.5	chr1	+	3554	22	full-splice_match	PKN2	ENST00000370521.7	6121	22	52	2515	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	17	NA	TRUE	NA	NA	NA	C	coding	984	2955	308	3262	80.0
PB.4645.1	chr19	+	5247	18	novel_not_in_catalog	PLEKHG2	novel	8132	19	NA	NA	any annotated donor/acceptor	FALSE	non_canonical	NA	NA	NA	NA	NA	3	1	TRUE	NA	NA	NA	A	coding	550	1653	864	2516	20.0
PB.823.1	chr1	-	922	7	full-splice_match	UBE2T	ENST00000367274.9	908	7	-13	-1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	197	594	150	743	20.0
PB.8148.2	chr7	+	2570	12	full-splice_match	ZNF277	ENST00000361822.7	1849	12	108	-829	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	450	1353	22	1374	90.0
PB.8148.1	chr7	+	1708	12	full-splice_match	ZNF277	ENST00000361822.7	1849	12	91	50	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	450	1353	39	1391	60.0
PB.6327.1	chr3	+	986	10	full-splice_match	NIT2	ENST00000394140.8	7289	10	14	6289	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	276	831	78	908	25.0
PB.632.2	chr1	+	2425	16	incomplete-splice_match	INTS3	ENST00000503133.5	1896	18	5088	-760	5prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	529	1590	27	1616	5.0
PB.4490.4	chr19	-	1498	11	full-splice_match	DDX39A	ENST00000242776.8	1471	11	3	-30	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	427	1284	100	1383	20.0
PB.4490.5	chr19	-	2147	9	novel_in_catalog	DDX39A	novel	1813	4	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	182	549	1485	2033	20.0
PB.7676.1	chr6	+	1289	10	incomplete-splice_match	CEP57L1	ENST00000368968.6	1649	11	-21	2399	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	391	1176	81	1256	15.0
PB.4490.1	chr19	-	2002	11	novel_in_catalog	DDX39A	novel	1813	4	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	182	549	1338	1886	15.0
PB.4490.2	chr19	-	1905	9	full-splice_match	DDX39A	ENST00000589318.5	1903	9	-4	2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	316	951	77	1027	20.0
PB.4490.3	chr19	-	1816	10	novel_in_catalog	DDX39A	novel	1813	4	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	316	951	76	1026	20.0
PB.6081.4	chr3	+	2254	17	novel_in_catalog	IL17RC	novel	2384	18	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	681	2046	182	2227	15.0
PB.3881.2	chr17	+	2864	4	incomplete-splice_match	C17orf53	ENST00000585683.5	2529	10	62	9858	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	7	NA	TRUE	NA	NA	NA	B	coding	448	1347	174	1520	90.0
PB.3881.1	chr17	+	2474	8	novel_in_catalog	C17orf53	novel	2725	10	NA	NA	combination_of_known_junctions	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	B	coding	571	1716	214	1929	0.0
PB.8777.2	chr9	+	4738	42	full-splice_match	COL15A1	ENST00000375001.7	5496	42	255	503	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	5	1	TRUE	NA	NA	NA	C	coding	1388	4167	169	4335	30.0
PB.6081.1	chr3	+	2361	18	full-splice_match	IL17RC	ENST00000383812.8	2384	18	24	-1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	705	2118	219	2336	15.0
PB.6081.2	chr3	+	2319	18	novel_in_catalog	IL17RC	novel	2384	18	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	695	2088	208	2295	15.0
PB.6081.3	chr3	+	2333	18	full-splice_match	IL17RC	ENST00000413608.2	2147	18	-185	-1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	707	2124	186	2309	15.0
PB.9048.1	chrX	-	1084	9	full-splice_match	APOO	ENST00000379226.8	1118	9	18	16	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	A	coding	198	597	215	811	65.0
PB.4659.1	chr19	-	2202	15	novel_in_catalog	ADCK4	novel	2443	15	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	1	TRUE	NA	NA	NA	A	coding	544	1635	63	1697	5.0
PB.9154.1	chrX	-	5558	25	full-splice_match	ZMYM3	ENST00000314425.9	5536	25	-22	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	A	coding	1370	4113	154	4266	5.0
PB.3900.2	chr17	+	2198	3	full-splice_match	AC126544.4	ENST00000582491.5	718	3	4	-1484	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	non_coding	NA	NA	NA	NA	90.0
PB.3272.1	chr16	+	1579	5	full-splice_match	METTL9	ENST00000358154.7	3256	5	139	1538	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	318	957	120	1076	25.0
PB.9235.1	chrX	+	5070	2	full-splice_match	ZBTB33	ENST00000326624.2	5211	2	138	3	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	9	NA	TRUE	NA	NA	NA	A	coding	672	2019	91	2109	10.0
PB.1462.1	chr11	-	3386	13	full-splice_match	ARHGAP1	ENST00000311956.8	3375	13	-15	4	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	439	1320	114	1433	30.0
PB.1462.2	chr11	-	2582	3	full-splice_match	ARHGAP1	ENST00000524594.1	920	3	1	-1663	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	123	372	114	485	75.0
PB.1041.1	chr10	+	2469	1	novel_in_catalog	MAP3K8	novel	3096	9	247	25180	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	A	coding	115	348	274	621	80.0
PB.2677.1	chr14	-	4131	14	novel_not_in_catalog	PPP2R5E	novel	6659	14	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	467	1404	610	2013	10.0
PB.2677.3	chr14	-	3279	14	full-splice_match	PPP2R5E	ENST00000337537.7	6659	14	-2	3382	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	467	1404	606	2009	30.0
PB.2677.2	chr14	-	3914	14	full-splice_match	PPP2R5E	ENST00000337537.7	6659	14	1	2744	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	7	NA	TRUE	NA	NA	NA	C	coding	467	1404	603	2006	80.0
PB.2677.4	chr14	-	3270	14	full-splice_match	PPP2R5E	ENST00000555899.1	2164	14	-56	-1050	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	462	1389	584	1972	90.0
PB.6716.1	chr4	-	2858	10	full-splice_match	GRSF1	ENST00000254799.10	6666	10	55	3753	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	480	1443	64	1506	40.0
PB.5209.2	chr2	+	1744	3	full-splice_match	PTPN18	ENST00000481492.1	1394	3	231	-581	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	111	336	63	398	25.0
PB.916.10	chr1	-	829	5	incomplete-splice_match	PARP1	ENST00000366794.9	3958	23	-17	28014	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	222	666	162	827	70.0
PB.6892.1	chr4	-	1920	6	full-splice_match	DCTD	ENST00000357067.7	1931	6	18	-7	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	178	537	82	618	35.0
PB.2.2	chr1	-	1722	11	novel_not_in_catalog	RP11-34P13.18	novel	1397	10	NA	NA	any annotated donor/acceptor	TRUE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	B	coding	264	795	634	1428	35.0
PB.2.3	chr1	-	1871	2	incomplete-splice_match	RP11-34P13.18	ENST00000623083.4	1397	10	8477	-293	intron_retention	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	B	non_coding	NA	NA	NA	NA	30.0
PB.2.1	chr1	-	1746	11	novel_not_in_catalog	RP11-34P13.18	novel	1397	10	NA	NA	any annotated donor/acceptor	TRUE	canonical	NA	NA	NA	NA	NA	6	1	TRUE	NA	NA	NA	B	coding	264	795	652	1446	35.0
PB.491.4	chr1	+	3992	17	novel_in_catalog	AMPD2	novel	572	5	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	565	1698	1394	3091	10.0
PB.491.5	chr1	+	3919	18	full-splice_match	AMPD2	ENST00000256578.7	3899	18	-19	-1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	879	2640	380	3019	10.0
PB.1810.1	chr11	+	2836	1	incomplete-splice_match	KMT2A	ENST00000534358.5	16602	36	86269	1238	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	B	non_coding	NA	NA	NA	NA	90.0
PB.4498.1	chr19	-	1701	9	full-splice_match	BRD4	ENST00000594841.5	1821	9	11	109	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	510	1530	170	1699	70.0
PB.4498.2	chr19	-	1795	10	novel_not_in_catalog	BRD4	novel	7169	20	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	387	1161	633	1793	70.0
PB.1073.1	chr10	+	1557	4	full-splice_match	DKK1	ENST00000373970.3	1790	4	-44	277	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	A	coding	251	756	229	984	45.0
PB.4257.1	chr18	+	1383	6	full-splice_match	TIMM21	ENST00000169551.10	3095	6	12	1700	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	248	747	287	1033	70.0
PB.4257.2	chr18	+	1436	5	novel_in_catalog	TIMM21	novel	3095	6	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	128	387	287	673	30.0
PB.7026.1	chr5	+	2336	1	intergenic	novelGene_39	novel	NA	NA	NA	NA	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	A	non_coding	NA	NA	NA	NA	90.0
PB.3030.2	chr15	-	1496	1	full-splice_match	RPP25	ENST00000322177.5	3049	1	659	894	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	C	coding	199	600	223	822	30.0
PB.3030.1	chr15	-	2390	1	full-splice_match	RPP25	ENST00000322177.5	3049	1	658	1	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	C	coding	199	600	224	823	15.0
PB.5598.9	chr20	-	2063	17	full-splice_match	RBM39	ENST00000361162.10	2831	17	50	718	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	524	1575	336	1910	20.0
PB.1830.1	chr11	-	2068	4	full-splice_match	THY1	ENST00000284240.9	3556	4	926	562	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	161	486	115	600	25.0
PB.2734.2	chr14	-	4769	22	full-splice_match	NEK9	ENST00000238616.9	8310	22	59	3482	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	979	2940	101	3040	20.0
PB.2734.1	chr14	-	5531	22	full-splice_match	NEK9	ENST00000238616.9	8310	22	13	2766	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	5	NA	TRUE	NA	NA	NA	C	coding	979	2940	147	3086	25.0
PB.1830.2	chr11	-	1851	4	full-splice_match	THY1	ENST00000284240.9	3556	4	904	801	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	161	486	137	622	5.0
PB.5598.2	chr20	-	2778	17	full-splice_match	RBM39	ENST00000361162.10	2831	17	53	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	1	TRUE	NA	NA	NA	C	coding	524	1575	333	1907	25.0
PB.5598.3	chr20	-	2869	18	full-splice_match	RBM39	ENST00000403542.6	2883	18	14	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	1	TRUE	NA	NA	NA	C	coding	373	1122	878	1999	25.0
PB.6617.1	chr4	-	3357	19	novel_not_in_catalog	NOP14	novel	703	4	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	10	1	TRUE	NA	NA	NA	C	coding	857	2574	103	2676	50.0
PB.5598.1	chr20	-	2840	18	full-splice_match	RBM39	ENST00000444878.5	2124	18	0	-716	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	1	TRUE	NA	NA	NA	C	coding	367	1104	866	1969	25.0
PB.5598.6	chr20	-	2191	18	full-splice_match	RBM39	ENST00000403542.6	2883	18	-25	717	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	373	1122	917	2038	20.0
PB.5598.7	chr20	-	2112	18	full-splice_match	RBM39	ENST00000444878.5	2124	18	10	2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	367	1104	856	1959	20.0
PB.5598.4	chr20	-	4593	16	full-splice_match	RBM39	ENST00000463004.5	4580	16	-19	6	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	373	1122	2606	3727	30.0
PB.5598.5	chr20	-	4368	17	novel_in_catalog	RBM39	novel	5914	18	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	373	1122	2385	3506	45.0
PB.2831.1	chr14	+	2604	20	full-splice_match	MTA1	ENST00000405646.5	2709	20	59	46	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	698	2097	40	2136	85.0
PB.7577.1	chr6	+	2151	13	full-splice_match	SLC29A1	ENST00000427851.7	2318	13	110	57	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	481	1446	145	1590	20.0
PB.3387.1	chr16	-	2679	17	full-splice_match	BBS2	ENST00000245157.9	2963	17	222	62	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	1	TRUE	NA	NA	NA	A	coding	721	2166	200	2365	25.0
PB.1728.1	chr11	+	1705	2	full-splice_match	PRSS23	ENST00000280258.5	4015	2	257	2053	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	383	1152	169	1320	15.0
PB.739.1	chr1	+	2432	1	novel_in_catalog	RP11-466F5.8	novel	2150	2	91	3725	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	A	non_coding	NA	NA	NA	NA	90.0
PB.1728.3	chr11	+	2250	5	full-splice_match	PRSS23	ENST00000532234.5	2172	5	22	-100	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	123	372	1107	1478	80.0
PB.1728.2	chr11	+	3713	2	full-splice_match	PRSS23	ENST00000280258.5	4015	2	299	3	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	383	1152	127	1278	25.0
PB.1728.5	chr11	+	5265	2	full-splice_match	PRSS23	ENST00000280258.5	4015	2	304	-1554	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	383	1152	122	1273	95.0
PB.1728.4	chr11	+	3512	5	full-splice_match	PRSS23	ENST00000532234.5	2172	5	23	-1363	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	123	372	1106	1477	25.0
PB.9241.1	chrX	+	1561	1	incomplete-splice_match	XIAP	ENST00000434753.7	8415	7	50841	1763	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	A	non_coding	NA	NA	NA	NA	75.0
PB.1728.6	chr11	+	1282	1	incomplete-splice_match	PRSS23	ENST00000280258.5	4015	2	7654	2058	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	C	coding	171	516	387	902	25.0
PB.7844.2	chr7	-	2847	5	full-splice_match	KDELR2	ENST00000258739.8	2884	5	34	3	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	212	639	152	790	10.0
PB.769.1	chr1	-	1696	8	novel_in_catalog	GAS5	novel	542	11	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	13	1	TRUE	NA	NA	NA	C	coding	106	321	1358	1678	15.0
PB.5924.1	chr22	-	710	5	full-splice_match	RP3-412A9.11	ENST00000400299.6	694	5	-18	2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	33	102	222	323	20.0
PB.8613.2	chr8	-	4533	38	full-splice_match	CPSF1	ENST00000616140.1	4494	38	-40	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	1443	4332	116	4447	25.0
PB.6571.1	chr3	-	3306	6	full-splice_match	PPP1R2	ENST00000618156.4	3450	6	62	82	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	4	NA	TRUE	NA	NA	NA	C	coding	205	618	300	917	15.0
PB.6571.2	chr3	-	1576	6	full-splice_match	PPP1R2	ENST00000618156.4	3450	6	50	1824	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	205	618	312	929	15.0
PB.6571.3	chr3	-	1867	1	novel_in_catalog	PPP1R2	novel	3450	6	42	27053	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	100.0
PB.7713.1	chr6	+	2203	4	full-splice_match	RNF146	ENST00000476956.5	884	4	144	-1463	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	358	1077	466	1542	35.0
PB.7713.3	chr6	+	3184	1	novel_in_catalog	RNF146	novel	2369	3	273	18492	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	45.0
PB.7713.2	chr6	+	2075	3	full-splice_match	RNF146	ENST00000610153.1	2070	3	-10	5	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	358	1077	335	1411	30.0
PB.9166.1	chrX	-	2384	16	full-splice_match	ABCB7	ENST00000373394.7	2353	16	-19	-12	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	752	2259	28	2286	35.0
PB.6892.2	chr4	-	2045	7	novel_in_catalog	DCTD	novel	1829	5	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	178	537	202	738	25.0
PB.2082.1	chr12	-	966	8	full-splice_match	CD63	ENST00000257857.8	1070	8	140	-36	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	7	NA	TRUE	NA	NA	NA	A	coding	238	717	140	856	20.0
PB.9116.1	chrX	+	3043	4	full-splice_match	FAM156B	ENST00000593751.7	2942	4	-101	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	213	642	1713	2354	40.0
PB.7920.1	chr7	+	2793	5	full-splice_match	RALA	ENST00000005257.6	2880	5	79	8	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	188	567	356	922	25.0
PB.9116.2	chrX	+	1706	4	full-splice_match	FAM156B	ENST00000612188.4	776	4	11	-941	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	213	642	378	1019	35.0
PB.2714.1	chr14	-	3480	11	full-splice_match	NUMB	ENST00000554546.5	3607	11	31	96	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	592	1779	327	2105	10.0
PB.4247.3	chr18	-	4827	13	full-splice_match	LMAN1	ENST00000251047.5	5521	13	691	3	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	510	1533	28	1560	20.0
